paperID;studyID;publicationYear;rct;effectID;nFemale;nMale;nGenderReported;journal;doiPublication;locationWhereConducted;latitudeUniversity;country;h5indexGSJournalMarch2016;citationsGSMarch2016;firstDatabaseHit;direction;focalVariable;useMA;reportedOverallN;focalGroupComparison;linkToBivariateCorrelations;F;logRegB;b;t;r;chiSq;beta;waldchisq;df1;df2;nWarm;nCold;nControl;nInt2;nInt3;nInt4;nInt5;mWarm;mCold;mControl;sdWarm;sdCold;sdControl;nItems;sampleType;pReported;design;activePassiveControl;dReported;etaSq;published;effectTypeNeitherCompensatoryPrimingBoth;physicalTemperatureManipulation;physicalTemperatureManipulationElisa;physicalTemperatureManipulationBill;physicalTemperatureManipulationBastien;visualVerbalTemperaturePrime;visualVerbalTemperaturePrimeElisa;visualVerbalTemperaturePrimeBill;visualVerbalTemperaturePrimeBastien;outsideTemperature;outsideTemperatureElisa;outsideTemperatureBill;outsideTemperatureBastien;temperatureEstimate;temperatureEstimateElisa;temperatureEstimateBill;temperatureEstimateBastien;subjectiveWarmthJudgment;subjectiveWarmthJudgmentElisa;subjectiveWarmthJudgmentBill;subjectiveWarmthJudgmentBastien;coreTemperatureMeasurement;coreTemperatureMeasurementElisa;coreTemperatureMeasurementBill;coreTemperatureMeasurementBastien;skinTemperatureMeasurement;skinTemperatureMeasurementElisa;skinTemperatureMeasurementBill;skinTemperatureMeasurementBastien;skinLocation;moderatedEffect;moderatedEffectElisa;designFeaturesPrimingCompensatoryElisa;designFeaturesPrimingCompensatoryBill;designFeaturesPrimingCompensatoryBastien;categoryEmotion;categoryEmotionElisa;categoryEmotionBill;categoryEmotionBastien;categoryInterpersonal;categoryInterpersonalElisa;categoryInterpersonalBill;categoryInterpersonalBastien;categoryPersonPerception;categoryPersonPerceptionElisa;categoryPersonPerceptionBill;categoryPersonPerceptionBastien;categoryGroupProcesses;categoryGroupProcessesElisa;categoryGroupProcessesBill;categoryGroupProcessesBastien;categoryRobotics;categoryRoboticsElisa;categoryRoboticsBill;categoryRoboticsBastien;categoryMoralJudgment;categoryMoralJudgmentElisa;categoryMoralJudgmentBill;categoryMoralJudgmentBastien;categorySelfRegulation;categorySelfRegulationElisa;categorySelfRegulationBill;categorySelfRegulationBastien;categoryCognitiveProcesses;categoryCognitiveProcessesElisa;categoryCognitiveProcessesBill;categoryCognitiveProcessesBastien;categoryJudgmentAndDecisionMaking;categoryJudgmentAndDecisionMakingElisa;categoryJudgmentAndDecisionMakingBill;categoryJudgmentAndDecisionMakingBastien;categoryNeuralMechanisms;categoryNeuralMechanismsElisa;categoryNeuralMechanismsBill;categoryNeuralMechanismsBastien;positiveNegativeAffect;moderationAttachment;attachmentMeasure;socialThermoregulationAttachment;sourceTargetDirectionalityElisa;sourceTargetDirectionalityBill;sourceTargetDirectionalityBastien;nvTestsAwareness;nvLackIntention;nvEfficiencyBehavior;nvLackControl;vTestsAwareness;vLackIntention;vEfficiencyBehavior;vLackControl;testsInnateness;ethnicityReported
36;1;2014;1;6;105;28;0;Plos One;10.1371/journal.pone.0096231;Chemnitz University of Technology ;50.81412;Germany;161;2;Google Scholar citing W&B;1;1;1;133;Low vs high temp;;0.58;;;1.1501;;;;;1;85.298;44;44;;;;;;4.29;4.56;;1.05;1.15;;3;student;;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
36;1;2014;1;4;105;28;0;Plos One;10.1371/journal.pone.0096231;Chemnitz University of Technology ;50.81412;Germany;161;2;Google Scholar citing W&B;1;1;1;133;Low vs high temp;;2.79;;;-2.322;;;;;1;83.118;44;44;;;;;;4.49;4.04;;0.82;0.99;;1;student;0.02;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
36;1;2014;1;3;105;28;0;Plos One;10.1371/journal.pone.0096231;Chemnitz University of Technology ;50.81412;Germany;161;2;Google Scholar citing W&B;1;1;1;133;Low vs high temp;;3.66;;;2.2265;;;;;1;83.17;44;44;;;;;;0.36;0.77;;0.78;0.94;;;student;0.93;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
36;1;2014;1;2;105;28;0;Plos One;10.1371/journal.pone.0096231;Chemnitz University of Technology ;50.81412;Germany;161;2;Google Scholar citing W&B;1;1;1;133;Low vs high temp;;4.54;;;2.851;;;;;1;84.361;44;44;;;;;;48.21;59.65;;17.46;20.09;;;student;0.26;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
36;1;2014;1;1;105;28;0;Plos One;10.1371/journal.pone.0096231;Chemnitz University of Technology ;50.81412;Germany;161;2;Google Scholar citing W&B;1;1;1;88;Low vs high temp;;8.38;;;3.8018;;;;;1;82.232;44;44;;;;;;4.01;4.65;;0.7;0.87;;1;student;<.001;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
37;American Bath;2014;0;1;101;106;0;Emotion;10.1037/emo0000046;Mturk;;USA;56;3;Web of Science;1;1;1;206;;;;;;;0.136;;;;;201;;;;;;;;;;;;;;;general;0.055;Correlation;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;1;0;0;0;0;0;0;0;0;
37;American Shower;2014;0;2;101;106;0;Emotion;10.1037/emo0000046;Mturk;;USA;56;3;Web of Science;1;1;1;206;;;;;;;0.158;;;;;206;;;;;;;;;;;;;;;general;0.023;Correlation;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;1;0;0;0;0;0;0;0;0;
37;Asian Bath;2014;0;1;82;117;0;Emotion;10.1037/emo0000046;Mturk;;India;56;3;Web of Science;1;1;1;199;;;;;;;0.13;;;;;198;;;;;;;;;;;;;;;general;0.067;Correlation;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;1;0;0;0;0;0;0;0;0;
37;Asian Shower;2014;0;2;82;117;0;Emotion;10.1037/emo0000046;Mturk;;India;56;3;Web of Science;1;1;1;199;;;;;;;0.141;;;;;198;;;;;;;;;;;;;;;general;0.048;Correlation;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;1;0;0;0;0;0;0;0;0;
37;Israeli Bath;2014;0;1;95;54;0;Emotion;10.1037/emo0000046;Ben Gurion University;31.2573;Israel;56;3;Web of Science;-1;1;1;148;;;;;;;-0.075;;;;;91;;;;;;;;;;;;;;;general;0.48;Correlation;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;1;0;0;0;0;0;0;0;0;
37;Israeli Shower;2014;0;2;95;54;0;Emotion;10.1037/emo0000046;Ben Gurion University;31.2573;Israel;56;3;Web of Science;1;1;1;148;;;;;;;0.18;;;;;148;;;;;;;;;;;;;;;general;0.029;Correlation;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;1;0;0;0;0;0;0;0;0;
38;1;2014;1;1;26;33;0;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Abcoude (school);52.272071;Netherlands;37;2;Google Scholar citing W&B;1;1;1;59;;;3.91;;;;;;;;1;58;30;29;;;;;;2.21;1.71;;1.13;0.77;;;general;0.053;Between;;0.51;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;2;2014;1;2;45;15;0;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Singapore Management University;1.29686;Singapore;37;2;Google Scholar citing W&B;1;1;0;60;interaction;;2.99;;;;;;;;1;58;33;27;;;;;;;;;;;;;student;0.09;Mixed Model;;;0.05;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;2;2014;1;1;45;15;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Singapore Management University;1.29686;Singapore;37;2;Google Scholar citing W&B;1;1;0;60;interaction;;10.91;;;;;;;;1;58;33;27;;;;;;;;;;;;;student;<.01;Mixed Model;;;0.16;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;3;2014;1;4;36;20;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Vrije Universiteit Amsterdam;52.334984;Netherlands;37;2;Google Scholar citing W&B;1;1;0;56;Interaction;;0.002;;;;;;;;1;54;23;33;;;;;;;;;;;;6;student;0.968;Between;;;;1;2;1;;1;1;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;3;2014;1;5;36;20;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Vrije Universiteit Amsterdam;52.334984;Netherlands;37;2;Google Scholar citing W&B;1;1;0;56;Interaction;;0.01;;;;;;;;1;54;23;33;;;;;;;;;;;;6;student;0.923;Between;;;;1;2;1;;1;1;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;3;2014;1;3;36;20;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Vrije Universiteit Amsterdam;52.334984;Netherlands;37;2;Google Scholar citing W&B;1;1;0;56;Interaction;;2.27;;;;;;;;1;54;23;33;;;;;;;;;;;;1;student;0.137;Between;;;;1;2;1;;1;1;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;3;2014;1;1;36;20;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Vrije Universiteit Amsterdam;52.334984;Netherlands;37;2;Google Scholar citing W&B;1;1;0;56;Interaction;;6.45;;;;;;;;1;54;23;33;;;;;;3.92;3.5;;0.62;0.59;;14;student;0.01;Between;;;0.11;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;3;2014;1;2;36;20;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Vrije Universiteit Amsterdam;52.334984;Netherlands;37;2;Google Scholar citing W&B;-1;1;0;56;Interaction;;7.03;;;;;;;;1;54;23;33;;;;;;69.06;53.88;;16.65;23.65;;;student;0.01;Between;;-0.74;0.12;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;4;2014;1;2;52;49;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Utrecht University;52.090242;Netherlands;37;2;Google Scholar citing W&B;1;1;1;101;;;2.84;;;;;;;;1;97;49;52;;;;;;3.72;3.44;;0.73;0.92;;;student;0.095;Between;;0.34;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
38;4;2014;1;1;52;49;;Acta Psychologica;10.1016/j.actpsy.2014.01.013;Utrecht University;52.090242;Netherlands;37;2;Google Scholar citing W&B;1;1;1;101;;;4.04;;;;;;;;1;97;49;52;;;;;;3.75;3.42;;0.87;0.87;;;student;0.05;Between;;0.37;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
39;1;2011;1;2;;;;Social Cognitive and Affective Neuroscience;10.1093/scan/nsq077;Yale University;41.306519;USA;48;91;Informal;1;1;1;30;;;3.84;;;;;;;;1;28;15;15;;;;;;5.33;4.33;;1.4;1.4;;1;student;0.06;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
39;1;2011;1;1;;;;Social Cognitive and Affective Neuroscience;10.1093/scan/nsq077;Yale University;41.306519;USA;48;91;Informal;1;1;1;30;;;10.52;;;;;;;;1;28;15;15;;;;;;0.66;0.46;;0.16;0.18;;;student;0.003;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
39;2;2011;;1;;;;Social Cognitive and Affective Neuroscience;10.1093/scan/nsq077;Yale University;41.306519;USA;48;91;Informal;1;1;1;16;;;;;;2.41;;;;;;15;;;;;;;;0.67;1.16;;0.68;0.84;;;general;<.05;Within;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
39;2;2011;1;2;;;;Social Cognitive and Affective Neuroscience;10.1093/scan/nsq077;Yale University;41.306519;USA;48;91;Informal;1;1;1;16;;;;;;0.2;;;;;;15;;;;;;;;75;74;;0.18;0.17;;;general;0.84;Within;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
40;1;2014;1;1;56;72;0;Plos One;10.1371/journal.pone.0112772;Tilburg University;51.562787;Netherlands;161;8;Web of Science;1;1;1;128;;;;;;3.84;;;0.34;;;125;66;62;;;;;;;;;;;;;student;<.01;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
41;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Kenyon;2014;1;1;162;144;0;Social Psychology;10.1027/1864-9335/a000187;Kenyon College;40.371896;USA;21;17;Web of Science;-1;1;1;306;;;;;;;;4;;;1;;;;;;;;;;;;;;;;general;0.045;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
42;Manchester;2014;1;1;157;148;0;Social Psychology;10.1027/1864-9335/a000187;University of Manchester;53.469682;England;21;17;Web of Science;-1;1;1;250;;;;;;;;1.1;;;1;;;;;;;;;;;;;;;;student;0.295;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
42;MSU;2014;1;1;147;103;0;Social Psychology;10.1027/1864-9335/a000187;Michigan State University;42.721106;USA;21;17;Web of Science;-1;1;1;305;;;;;;;;0.039;;;1;;;;;;;;;;;;;;;;student;0.842;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
43;2;2013;1;3;43;22;0;Journal of Retailing;10.1016/j.jretai.2013.05.004;Freie Universita_t Berlin;52.452526;Germany;32;13;Google Scholar citing W&B;1;1;1;75;;;0.001;;;;;;;;1;69;34;37;;;;;;;;;;;;3;student;0.975;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
43;2;2013;1;1;43;22;0;Journal of Retailing;10.1016/j.jretai.2013.05.004;Freie Universita_t Berlin;52.452526;Germany;32;13;Google Scholar citing W&B;1;1;1;75;;;4.6;;;;;;;;1;68;38;37;;;;;;3.64;3.1;;;;;2;student;<.05;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
43;2;2013;1;2;43;22;0;Journal of Retailing;10.1016/j.jretai.2013.05.004;Freie Universita_t Berlin;52.452526;Germany;32;13;Google Scholar citing W&B;1;1;1;75;;;10.07;;;;;;;;1;68;38;37;;;;;;4.25;3.77;;;;;11;student;<.01;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
44;1;2013;1;1;13;7;0;Psychological Science;10.1177/0956797613492773;University of California Los Angeles;34.070264;USA;84;39;Web of Science;1;1;1;20;;;;;;3.34;;;;;;18;;;;;;;;2.42;;1.63;1.39;;1.17;;student;<.01;Within;1;0.78;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;
44;1;2013;1;2;13;7;0;Psychological Science;10.1177/0956797613492773;University of California Los Angeles;34.070264;USA;84;39;Web of Science;1;1;0;20;;;;;;4.78;;;;;;17;;;;;;;;;;;;;;;student;<.01;Within;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
44;1;2013;1;4;13;7;0;Psychological Science;10.1177/0956797613492773;University of California Los Angeles;34.070264;USA;84;39;Web of Science;1;1;0;20;;;;;;4.75;;;;;;17;;;;;;;;;;;;;;;student;;Within;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
44;1;2013;1;3;13;7;0;Psychological Science;10.1177/0956797613492773;University of California Los Angeles;34.070264;USA;84;39;Web of Science;1;1;0;20;;;;;;4.58;;;;;;17;;;;;;;;;;;;;;;student;;Within;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
45;1;2014;1;1;21;15;0;Language and Cognition;10.1017/langcog.2013.4;Berlin;52.520007;Germany;;1;Informal;1;1;1;36;;;4.68;;;;;;;;1;32;18;18;;;;;;;;;;;;5;general;0.038;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
45;2;2014;1;1;32;6;0;Language and Cognition;10.1017/langcog.2013.4;Princeton University;40.346717;USA;;1;Informal;1;1;1;38;;;2.78;;;;;;;;1;34;18;18;;;;;;;;;;;;5;student;0.105;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
45;3;2014;1;1;24;18;0;Language and Cognition;10.1017/langcog.2013.4;Berlin Area;52.520007;Germany;;1;Informal;1;1;1;42;(interaction?);;7.7;;;;;;;;1;38;24;24;;;;;;;;;;;;5;general;0.009;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
